Name,Rating,Rating_Extremeness,Helpfulness,Helpfulness_Negative,Helpfulness_Positive,Verification,Amount_of_positive_attributes,Amount_of_negative_attributes,Amount_of_neutral_attributes,Total_amount_of_attributes,Total_amount_of_valent_attributes,Date_of_Review
Athanasios_charapas,5,2,0,3,3,0,8,0,0,8,8,2023-04-02
Γιωργος Π,2,1,7,8,15,0,6,0,2,8,6,2023-03-07
george_kas,4,1,-2,12,10,0,5,1,2,8,6,2023-03-03
Kwst@kis,5,2,5,0,5,0,8,0,0,8,8,2023-02-26
Thanasis_Lyr,4,1,-3,8,5,1,8,0,0,8,8,2023-02-11
saura.petaw,5,2,17,0,17,0,7,0,1,8,7,2022-12-21
sacram73gr,5,2,11,0,11,0,7,0,0,7,7,2022-11-28
Papandreou_Anastasia,5,2,-2,11,9,0,1,0,6,7,1,2022-10-22
Konstantinos___ion,5,2,-1,8,7,0,7,0,1,8,7,2022-10-18
lambrosmoustos,5,2,14,7,21,0,7,0,1,8,7,2022-10-16
Little BEAR,5,2,5,2,7,0,8,0,0,8,8,2022-10-11
ola_einai_dromos7084,4,1,1,7,8,0,7,1,0,8,8,2022-10-09
makis2172,5,2,1,8,9,0,8,0,0,8,8,2022-10-09
konstantinos_chitzios,5,2,1,5,6,0,8,0,0,8,8,2022-10-02
ΜΑΟ,5,2,8,10,18,0,8,0,0,8,8,2022-09-21
Triantafullos_Christoforidis,3,0,-16,52,36,0,4,1,3,8,5,2022-09-21
patsios2382,4,1,5,11,16,1,7,0,1,8,7,2022-09-20
VuZ,5,2,1,21,22,0,8,0,0,8,8,2022-09-13
ioulia.kazakou.9,5,2,8,6,14,0,6,0,2,8,6,2022-09-07
makis.sp04,5,2,10,1,11,0,8,0,0,8,8,2022-09-06
poli_pink,5,2,-2,12,10,0,8,0,0,8,8,2022-08-28
giorgoszeimp,5,2,2,5,7,0,8,0,0,8,8,2022-08-25
Sagkma,4,1,3,2,5,0,4,0,4,8,4,2023-12-08
evitatz,4,1,-3,17,14,0,5,1,2,8,6,2023-04-18
Kl_Mp,3,0,-2,7,5,0,5,1,1,7,6,2024-01-07
kostas_kep,5,2,3,1,4,1,8,0,0,8,8,2024-01-02
Xristos.StR,4,1,0,5,5,0,6,0,2,8,6,2023-12-03
alexm,3,0,8,1,9,0,4,1,3,8,5,2023-12-02
panagiotis039393,5,2,1,0,1,0,7,0,1,8,7,2023-11-29
Polyxeny_Katsari,3,0,1,6,7,1,6,1,1,8,7,2023-11-14
GioSi91,5,2,7,1,8,0,8,0,0,8,8,2023-11-12
gregprapas07,5,2,12,0,12,0,8,0,0,8,8,2023-10-24
maranghides,5,2,4,3,7,1,8,0,0,8,8,2023-10-11
Olga_P19,3,0,-6,14,8,0,6,1,1,8,7,2023-09-25
Dimitris_Kanellas,5,2,10,0,10,0,8,0,0,8,8,2023-09-16
stratis_derm,4,1,-1,7,6,0,4,0,2,6,4,2023-09-16
Effie_Sr_,5,2,2,1,3,0,7,0,1,8,7,2023-09-11
notariahere,5,2,3,5,8,0,6,0,2,8,6,2023-08-27
NICK_PAVL_Games,5,2,9,1,10,0,7,0,1,8,7,2023-07-28
Chriss0,5,2,2,2,4,0,7,0,1,8,7,2023-07-28
annamaria.tsakona,3,0,7,38,45,0,6,1,1,8,7,2023-07-21
katsas89,4,1,14,6,20,0,7,0,1,8,7,2023-06-15
serclk320,4,1,-2,6,4,0,6,1,1,8,7,2023-05-29
Metaladis,3,0,10,23,33,0,3,1,4,8,4,2023-04-28
Athenaida,4,1,2,6,8,0,5,2,1,8,7,2023-04-21
patsios2382,5,2,-10,16,6,1,8,0,0,8,8,2023-04-18
Panagiotis_Fachouridis,5,2,14,6,20,0,8,0,0,8,8,2023-03-09
kirk_panos,5,2,13,3,16,0,5,0,1,6,5,2023-02-25
gbylykbashi,5,2,19,15,34,0,7,0,1,8,7,2023-02-16
Kl_Mp,3,0,-3,8,5,0,5,1,1,7,6,2024-01-07
Metaladis,3,0,9,23,32,0,3,1,4,8,4,2023-04-28
Kostas6868,4,1,1,0,1,1,8,0,0,8,8,2024-01-21
spirogero,4,1,0,1,1,1,6,0,2,8,6,2024-01-14
KONSTANTINOS_MP5703,5,2,4,0,4,0,8,0,0,8,8,2023-12-21
Yianni_Giovanni,5,2,4,2,6,0,8,0,0,8,8,2023-11-12
Vasilis_Kingk,5,2,-4,7,3,0,7,0,1,8,7,2023-09-23
Eleftherios_Piperakis,5,2,9,2,11,1,8,0,0,8,8,2023-09-20
tsit72,5,2,8,1,9,0,8,0,0,8,8,2023-07-27
spider348,5,2,24,1,25,0,8,0,0,8,8,2023-05-03
sacram73gr,5,2,9,3,12,0,7,0,1,8,7,2023-03-18
Jim_Cool51,4,1,8,2,10,1,6,0,2,8,6,2023-02-18
alexts93,5,2,11,1,12,0,8,0,0,8,8,2023-02-14
Thomas_Orkas33,5,2,-1,9,8,0,8,0,0,8,8,2023-02-04
Costa_Taxi,5,2,6,0,6,1,8,0,0,8,8,2023-01-24
Dimitris_Apostolopoulos67,5,2,13,0,13,0,8,0,0,8,8,2023-01-22
Stavros Kotsis,5,2,8,0,8,0,8,0,0,8,8,2023-01-09
apmos,4,1,10,3,13,0,7,0,1,8,7,2022-12-29
Pelopidas_Barotsakis,5,2,5,0,5,0,8,0,0,8,8,2022-12-23
Ntin@s78,5,2,5,2,7,0,8,0,0,8,8,2022-12-11
brokalakis,5,2,6,2,8,0,8,0,0,8,8,2022-11-25
Stel_Pef,5,2,28,2,30,0,8,0,0,8,8,2022-11-08
spirogero,4,1,0,1,1,1,6,0,2,8,6,2024-01-14
Eleftherios_Piperakis,5,2,9,2,11,1,8,0,0,8,8,2023-09-20
spider348,5,2,25,1,26,0,8,0,0,8,8,2023-05-03
GeorgePs1,5,2,1,1,2,0,7,0,1,8,7,2024-02-06
Restalious,5,2,3,0,3,0,6,0,2,8,6,2023-10-27
Periklis_Gogolos,4,1,1,8,9,0,7,1,0,8,8,2023-10-10
panosmavridakis,3,0,-6,12,6,0,7,0,1,8,7,2023-09-27
komiasspider,4,1,-8,18,10,0,5,1,2,8,6,2023-08-04
panos.papas21,5,2,10,1,11,0,8,0,0,8,8,2023-08-01
Christos_Trimis7892,5,2,9,1,10,0,8,0,0,8,8,2023-07-19
Poloman,2,1,-21,33,12,0,4,1,3,8,5,2023-07-16
LSChris,5,2,1,3,4,0,6,0,2,8,6,2023-07-15
masimplo,5,2,-3,10,7,0,6,0,2,8,6,2023-06-30
Lykjo,5,2,-7,9,2,0,8,0,0,8,8,2023-06-23
Anastasios_Tsipoultaras,5,2,-39,44,5,0,8,0,0,8,8,2023-06-17
MariosG777,5,2,1,9,10,0,7,0,1,8,7,2023-06-08
zapartasvasilis,5,2,4,4,8,0,8,0,0,8,8,2023-05-26
saradisgiannakas,4,1,-16,19,3,0,6,1,1,8,7,2023-05-25
Christos_Papageorgiou7110,5,2,-8,11,3,1,7,0,1,8,7,2023-04-19
pcmaniax210,5,2,6,9,15,0,8,0,0,8,8,2023-04-17
koutis7,5,2,-2,12,10,0,8,0,0,8,8,2023-04-02
Babinos1977,5,2,-8,11,3,0,6,0,2,8,6,2023-03-30
pavldimitriss,5,2,2,7,9,0,8,0,0,8,8,2023-03-12
Anna_Vergou7691,5,2,0,9,9,0,8,0,0,8,8,2023-02-28
basilisnikolaou5c,4,1,0,8,8,0,7,0,1,8,7,2023-02-26
marino1995scr,4,1,0,7,7,0,6,0,2,8,6,2023-02-22
Tili68,5,2,2,4,6,0,8,0,0,8,8,2023-02-22
panos.papas21,5,2,10,1,11,0,8,0,0,8,8,2023-08-01
GeorgePs1,5,2,0,1,1,0,7,0,1,8,7,2024-02-06
Restalious,5,2,2,0,2,0,6,0,2,8,6,2023-10-27
Periklis_Gogolos,4,1,0,8,8,0,7,1,0,8,8,2023-10-10
panosmavridakis,3,0,-5,11,6,0,7,0,1,8,7,2023-09-27
sotosxadiaris0044,5,2,6,1,7,0,8,0,0,8,8,2023-12-28
Xristos_Tsitsimidis,5,2,-1,3,2,0,8,0,0,8,8,2023-12-21
Κυριάκος2020,5,2,4,3,7,0,8,0,0,8,8,2023-12-12
Petros_Sintos,5,2,0,7,7,0,6,0,2,8,6,2023-11-22
Fokionas_Zarkadas,5,2,9,4,13,0,8,0,0,8,8,2023-11-12
Ioannisgnk,4,1,6,3,9,0,7,0,1,8,7,2023-11-03
Stefanos Mp,5,2,5,6,11,0,8,0,0,8,8,2023-09-30
Despina_Dragneel,4,1,-5,11,6,0,7,0,1,8,7,2023-09-25
nikashjohn,4,1,26,9,35,1,5,1,2,8,6,2023-08-30
Evan S.,5,2,5,5,10,1,8,0,0,8,8,2023-08-23
FoBo,5,2,-1,6,5,0,7,0,1,8,7,2023-08-16
Anna_Tsoukou8438,5,2,-18,23,5,1,8,0,0,8,8,2023-08-15
spyros pant,5,2,-2,14,12,0,7,0,1,8,7,2023-08-01
madalenax,4,1,-53,70,17,1,6,0,2,8,6,2023-07-18
Georgia_Lazaridou,4,1,2,16,18,1,7,0,1,8,7,2023-07-15
h4ckZ0r,5,2,-2,9,7,1,7,0,1,8,7,2023-07-12
achabilidis,5,2,-12,21,9,1,8,0,0,8,8,2023-06-01
Lefteris_Gampierakis,5,2,11,11,22,0,8,0,0,8,8,2023-05-29
Alexander_Papad.,5,2,8,7,15,0,7,0,1,8,7,2023-05-13
George Mast,5,2,-23,31,8,1,8,0,0,8,8,2023-05-12
katerina_xanthou,5,2,-2,22,20,1,7,0,1,8,7,2023-05-03
CHaralampos_Patras3147,5,2,-2,16,14,0,7,0,1,8,7,2023-04-29
Xristos_Tsitsimidis,5,2,0,2,2,0,8,0,0,8,8,2023-12-21
Petros_Sintos,5,2,1,6,7,0,6,0,2,8,6,2023-11-22
Fokionas_Zarkadas,5,2,10,3,13,0,8,0,0,8,8,2023-11-12
Aggelos_Pan_,4,1,10,0,10,0,6,1,1,8,7,2024-03-05
Giorgos_Voudouris799,5,2,4,4,8,0,8,0,0,8,8,2024-02-29
AlexiaK,5,2,4,8,12,0,8,0,0,8,8,2024-02-14
hdl99244,3,0,14,6,20,1,3,0,5,8,3,2024-01-31
xristos_safa,5,2,-13,17,4,1,4,0,0,4,4,2024-01-29
votaldo,5,2,22,3,25,1,8,0,0,8,8,2024-01-16
chris.chrysostalis,5,2,2,1,3,1,8,0,0,8,8,2023-12-19
hlias_ts,5,2,20,5,25,0,8,0,0,8,8,2023-11-19
sacram73gr,2,1,-41,77,36,0,6,1,1,8,7,2023-11-11
Grigoris_Prapas,5,2,5,9,14,0,8,0,0,8,8,2023-10-19
Constantine!!!,5,2,8,6,14,0,8,0,0,8,8,2023-10-13
Stavros D.,5,2,26,4,30,0,8,0,0,8,8,2023-10-01
Thomaras_Kalakos,5,2,10,5,15,1,8,0,0,8,8,2023-09-28
ir_l8,5,2,-8,20,12,0,8,0,0,8,8,2023-09-26
giannispap413,4,1,-16,48,32,0,6,1,1,8,7,2023-09-25
Dorin_Volodymyr,5,2,-16,36,20,0,8,0,0,8,8,2023-09-23
georgios.galanopoulos,5,2,37,6,43,0,7,0,1,8,7,2023-09-22
sacram73gr,2,1,-40,76,36,0,6,1,1,8,7,2023-11-11
sacram73gr,2,1,-41,76,35,0,6,1,1,8,7,2023-11-11
Aggelos_Pan_,4,1,9,0,9,0,6,1,1,8,7,2024-03-05
Giorgos_Voudouris799,5,2,4,2,6,0,8,0,0,8,8,2024-02-29
AlexiaK,5,2,3,7,10,0,8,0,0,8,8,2024-02-14
hdl99244,3,0,15,5,20,1,3,0,5,8,3,2024-01-31
xristos_safa,5,2,-9,13,4,1,4,0,0,4,4,2024-01-29
votaldo,5,2,21,3,24,1,8,0,0,8,8,2024-01-16
zouan,1,2,-33,56,23,0,5,1,2,8,6,2023-12-11
hlias_ts,5,2,19,5,24,0,8,0,0,8,8,2023-11-19
sacram73gr,2,1,-40,73,33,0,6,1,1,8,7,2023-11-11
giannispap413,4,1,-17,48,31,0,6,1,1,8,7,2023-09-25
georgios.galanopoulos,5,2,36,6,42,0,7,0,1,8,7,2023-09-22
sacram73gr,2,1,-42,76,34,0,6,1,1,8,7,2023-11-11
potsis.v,5,2,13,2,15,0,8,0,0,8,8,2024-01-14
kielly.xiradaki,5,2,8,2,10,0,8,0,0,8,8,2024-01-05
Geo.Ale,4,1,14,0,14,1,7,0,1,8,7,2023-12-27
Stamatis12345,4,1,14,1,15,0,8,0,0,8,8,2023-11-09
Nikz!!!,5,2,9,0,9,0,8,0,0,8,8,2023-10-23
Andreas_Belshaku,5,2,5,7,12,0,8,0,0,8,8,2023-10-12
potsis.v,5,2,14,2,16,0,8,0,0,8,8,2024-01-14
kielly.xiradaki,5,2,10,2,12,0,8,0,0,8,8,2024-01-05
Geo.Ale,4,1,15,0,15,1,7,0,1,8,7,2023-12-27
Stamatis12345,4,1,15,1,16,0,8,0,0,8,8,2023-11-09
Nikz!!!,5,2,10,0,10,0,8,0,0,8,8,2023-10-23
Andreas_Belshaku,5,2,6,7,13,0,8,0,0,8,8,2023-10-12
Geo.Ale,4,1,14,0,14,1,7,0,1,8,7,2023-12-27
kielly.xiradaki,5,2,9,2,11,0,8,0,0,8,8,2024-01-05
iobelika,2,1,-2,4,2,0,6,2,0,8,8,2024-03-08
panoulis317,4,1,4,0,4,1,6,1,1,8,7,2024-03-05
sacram73gr,4,1,4,0,4,0,5,2,1,8,7,2024-02-17
Andreas8,4,1,7,0,7,1,7,0,1,8,7,2024-01-30
anasmar,5,2,-2,4,2,0,7,0,1,8,7,2024-01-28
AsdfFW,5,2,5,4,9,0,8,0,0,8,8,2024-01-19
dabadouba,5,2,-4,9,5,1,7,0,1,8,7,2024-01-18
teemo_supp,5,2,-7,13,6,0,6,0,2,8,6,2024-01-11
maria_micha,5,2,2,5,7,1,8,0,0,8,8,2024-01-11
RedLeg7nd,5,2,8,2,10,0,8,0,0,8,8,2024-01-02
tassos.monsterberg,5,2,-13,20,7,1,8,0,0,8,8,2023-12-19
niclas77,5,2,2,0,2,0,8,0,0,8,8,2023-12-12
johnakosref,3,0,-2,13,11,0,6,1,1,8,7,2023-12-11
Stathis_Tilaveridis,3,0,9,7,16,0,6,2,0,8,8,2023-12-10
Nick_1111,5,2,2,9,11,1,8,0,0,8,8,2023-11-14
pmpant,4,1,10,8,18,0,6,1,1,8,7,2023-10-30
Anna_Vergou7691,5,2,13,7,20,0,8,0,0,8,8,2023-10-24
xRayzZvx,5,2,3,6,9,0,7,0,1,8,7,2023-10-24
antrianos_mourtzis,2,1,-30,54,24,0,6,1,1,8,7,2023-10-22
Tili68,3,0,13,3,16,0,5,0,3,8,5,2023-10-21
foteini_jupiter,5,2,-3,4,1,0,8,0,0,8,8,2023-10-20
spiros.kolivas.1,3,0,-2,17,15,0,6,1,1,8,7,2023-10-14
teemo_supp,5,2,-6,12,6,0,6,0,2,8,6,2024-01-11
maria_micha,5,2,3,4,7,1,8,0,0,8,8,2024-01-11
iobelika,2,1,1,1,2,0,6,2,0,8,8,2024-03-08
panoulis317,4,1,3,0,3,1,6,1,1,8,7,2024-03-05
Antonis_Mylonakis,5,2,-10,24,14,0,8,0,0,8,8,2023-11-16
iobelika,2,1,0,2,2,0,6,2,0,8,8,2024-03-08
iobelika,2,1,0,1,1,0,6,2,0,8,8,2024-03-08
panoulis317,4,1,2,0,2,1,6,1,1,8,7,2024-03-05
sacram73gr,4,1,3,0,3,0,5,2,1,8,7,2024-02-17
tassos.monsterberg,5,2,-12,19,7,1,8,0,0,8,8,2023-12-19
xristos_tzixanis,5,2,0,2,2,1,8,0,0,8,8,2024-03-12
Vagelis_CHoustoulakis,5,2,1,1,2,0,8,0,0,8,8,2024-03-11
Nikos_Giachnaki,5,2,-1,3,2,0,8,0,0,8,8,2024-03-10
V. Papas,5,2,1,7,8,0,7,0,1,8,7,2024-02-06
Giorgos_Kounalakis47,5,2,14,11,25,0,7,1,0,8,8,2024-02-03
D. Stavrou,5,2,16,2,18,0,7,0,1,8,7,2024-01-21
James_Roler,5,2,8,8,16,1,7,0,1,8,7,2024-01-19
@ngel80,5,2,7,3,10,1,7,0,1,8,7,2024-01-16
movsiss,5,2,-1,2,1,1,7,0,1,8,7,2024-01-16
Argiris.Kontos,3,0,-7,36,29,0,6,0,2,8,6,2024-01-11
nikos_tntt,4,1,-5,18,13,0,7,0,1,8,7,2024-01-10
athanasiosmpoukis,4,1,-4,13,9,0,7,1,0,8,8,2024-01-10
nikolasgianta,5,2,5,5,10,0,8,0,0,8,8,2024-01-09
Stayros_Smpiliris,5,2,2,9,11,1,8,0,0,8,8,2024-01-09
Tzeni_Filippidi,5,2,-1,9,8,0,8,0,0,8,8,2024-01-07
AggelakasK,5,2,4,4,8,1,8,0,0,8,8,2024-01-04
WalterWhite,5,2,-1,8,7,0,8,0,0,8,8,2024-01-04
giorgosgiovanoglou,5,2,8,7,15,0,8,0,0,8,8,2024-01-01
Konst_Oik,5,2,13,2,15,0,8,0,0,8,8,2023-12-31
Akis_Paps,5,2,-1,9,8,0,8,0,0,8,8,2023-12-29
Περσέας,5,2,-3,15,12,1,8,0,0,8,8,2023-12-28
alexandross_g,5,2,5,1,6,0,8,0,0,8,8,2023-12-28
Trikolor,5,2,4,3,7,0,8,0,0,8,8,2023-12-26
Αλέξανδρος Κόλα,3,0,-3,9,6,1,6,0,2,8,6,2023-12-23
George_Karagiannis55,5,2,1,15,16,0,8,0,0,8,8,2023-12-21
Giorgos_Oikonomidis3775,4,1,2,9,11,0,6,1,1,8,7,2023-12-20
xristos_tzixanis,5,2,-5,9,4,1,8,0,0,8,8,2024-03-12
Vagelis_CHoustoulakis,5,2,3,2,5,0,8,0,0,8,8,2024-03-11
Nikos_Giachnaki,5,2,-4,9,5,0,8,0,0,8,8,2024-03-10
V. Papas,5,2,2,8,10,0,7,0,1,8,7,2024-02-06
Giorgos_Kounalakis47,5,2,15,11,26,0,7,1,0,8,8,2024-02-03
D. Stavrou,5,2,17,2,19,0,7,0,1,8,7,2024-01-21
@ngel80,5,2,8,3,11,1,7,0,1,8,7,2024-01-16
movsiss,5,2,0,2,2,1,7,0,1,8,7,2024-01-16
Argiris.Kontos,3,0,-8,37,29,0,6,0,2,8,6,2024-01-11
nikos_tntt,4,1,-6,19,13,0,7,0,1,8,7,2024-01-10
Περσέας,5,2,-2,15,13,1,8,0,0,8,8,2023-12-28
Trikolor,5,2,5,3,8,0,8,0,0,8,8,2023-12-26
Αλέξανδρος Κόλα,3,0,-2,9,7,1,6,0,2,8,6,2023-12-23
Vagelis_CHoustoulakis,5,2,2,2,4,0,8,0,0,8,8,2024-03-11
Nikos_Giachnaki,5,2,-5,9,4,0,8,0,0,8,8,2024-03-10
xristos_tzixanis,5,2,-6,10,4,1,8,0,0,8,8,2024-03-12
athanasiosmpoukis,4,1,-3,13,10,0,7,1,0,8,8,2024-01-10
Nikos_Giachnaki,5,2,-4,8,4,0,8,0,0,8,8,2024-03-10
xristos_tzixanis,5,2,-3,6,3,1,8,0,0,8,8,2024-03-12
Vagelis_CHoustoulakis,5,2,2,1,3,0,8,0,0,8,8,2024-03-11
Nikos_Giachnaki,5,2,-3,7,4,0,8,0,0,8,8,2024-03-10
V. Papas,5,2,1,8,9,0,7,0,1,8,7,2024-02-06
aris.tsakonas,3,0,0,0,0,0,3,2,3,8,5,2024-02-20
Marios_Soulas1102,3,0,3,1,4,0,3,1,4,8,4,2023-10-01
Fenia_Skiadas,4,1,2,0,2,0,5,1,1,7,6,2023-09-24
Bahggelis_Varlamis,5,2,3,0,3,0,6,0,1,7,6,2023-08-19
Grigoris_Margaritis,4,1,4,0,4,0,7,1,0,8,8,2023-08-14
Athina_sideria6138,5,2,2,1,3,0,7,0,1,8,7,2023-06-03
apostolis_skr,3,0,3,1,4,0,6,1,1,8,7,2023-05-08
flavitzaa,5,2,5,0,5,0,7,1,0,8,8,2023-04-02
Maria_Pasparaki98,4,1,1,1,2,0,6,1,1,8,7,2023-03-05
Odysseas_Ilias,4,1,3,0,3,0,5,1,2,8,6,2023-02-06
Ntg99,5,2,5,3,8,0,8,0,0,8,8,2022-12-31
Kondos,4,1,1,1,2,0,6,1,0,7,7,2022-12-10
dimsof23,3,0,1,0,1,1,4,2,2,8,6,2022-11-08
Iraklis_Stratakis,3,0,0,1,1,0,1,2,5,8,3,2022-09-15
pale2310,3,0,-6,8,2,0,6,1,1,8,7,2022-09-07
tsit72,5,2,8,1,9,0,8,0,0,8,8,2022-08-12
Kostas_Dardoufas,2,1,-14,15,1,0,4,3,1,8,7,2022-07-28
ʜᴀʀʀʏツ,4,1,-11,11,0,0,4,1,2,7,5,2022-07-16
Maeva_Dritsa,4,1,2,1,3,0,4,1,3,8,5,2022-06-27
liakosツ,5,2,0,2,2,0,7,0,1,8,7,2022-06-22
Theodore_Polychr,4,1,3,0,3,0,6,0,2,8,6,2022-05-18
helen28_01,3,0,-4,4,0,0,5,3,0,8,8,2022-05-11
Giorgos_Marios_Papadimitropoul,1,2,5,1,6,0,3,1,4,8,4,2022-04-14
Vagelis_Ntaginis,1,2,0,11,11,0,4,3,1,8,7,2022-03-26
ivpan01,4,1,6,1,7,0,6,1,1,8,7,2022-03-10
Andreas_Gentzos,5,2,5,1,6,0,7,0,1,8,7,2022-01-13
Dimitris_Stabolis,4,1,11,0,11,0,6,0,2,8,6,2022-01-12
Christos_Metsios,5,2,5,1,6,0,6,0,2,8,6,2022-01-06
SOFIA_PROSILIAKOU,3,0,17,2,19,0,6,2,0,8,8,2022-01-01
Fenia_Skiadas,4,1,1,0,1,0,5,1,1,7,6,2023-09-24
Bahggelis_Varlamis,5,2,2,0,2,0,6,0,1,7,6,2023-08-19
Athina_sideria6138,5,2,1,1,2,0,7,0,1,8,7,2023-06-03
flavitzaa,5,2,4,0,4,0,7,1,0,8,8,2023-04-02
Maria_Pasparaki98,4,1,0,1,1,0,6,1,1,8,7,2023-03-05
Odysseas_Ilias,4,1,2,0,2,0,5,1,2,8,6,2023-02-06
Ntg99,5,2,4,3,7,0,8,0,0,8,8,2022-12-31
dan80,5,2,3,0,3,0,7,0,1,8,7,2024-03-10
Antonis_P82,5,2,4,1,5,1,7,0,1,8,7,2024-01-31
seventhunicorn,4,1,16,2,18,0,5,1,2,8,6,2023-11-20
helenfoufa,1,2,-31,53,22,0,0,6,2,8,6,2023-03-24
Agathi_T_,2,1,-16,27,11,0,3,1,4,8,4,2023-03-23
Xas22_aman,5,2,4,8,12,0,6,0,2,8,6,2023-01-17
CHRISTOS55,1,2,-35,50,15,1,1,3,3,7,4,2023-01-15
SAVVAS_KARAKOZOGLOU,5,2,-3,8,5,1,7,0,1,8,7,2022-11-15
GeorgeGrgnt,5,2,2,12,14,0,8,0,0,8,8,2022-11-07
Anastasia_Euthumiadou6839,4,1,-5,11,6,1,5,0,3,8,5,2022-10-27
Fanis779,5,2,1,13,14,1,6,1,1,8,7,2022-08-17
faze_bazz,5,2,22,5,27,0,7,0,1,8,7,2022-05-07
othonas_othonas,5,2,24,4,28,0,8,0,0,8,8,2022-04-27
BiNiX4,5,2,38,5,43,0,7,0,1,8,7,2022-04-12
Agathi_T_,2,1,-17,27,10,0,3,1,4,8,4,2023-03-23
Xas22_aman,5,2,3,8,11,0,6,0,2,8,6,2023-01-17
Antonis_P82,5,2,2,1,3,1,7,0,1,8,7,2024-01-31
seventhunicorn,4,1,15,2,17,0,5,1,2,8,6,2023-11-20
helenfoufa,1,2,-32,54,22,0,0,6,2,8,6,2023-03-24
iamyourfavourite,2,1,-16,19,3,0,4,2,2,8,6,2023-06-01
konkasapis,5,2,6,2,8,0,7,0,1,8,7,2022-12-19
spyros7F1,4,1,7,0,7,0,8,0,0,8,8,2022-11-17
Despoina S,5,2,4,1,5,0,8,0,0,8,8,2022-09-27
swtosafraths,5,2,-3,11,8,0,5,1,2,8,6,2021-11-01
Manthos_Mayrodimos,5,2,9,4,13,0,6,1,1,8,7,2021-09-22
Thodoras_Gr14,5,2,7,2,9,0,7,0,1,8,7,2021-09-07
Agriculture_and_Beekeeping_Gre,2,1,-30,46,16,0,3,2,3,8,5,2021-09-06
Manthos_Voutsinas,5,2,4,3,7,0,8,0,0,8,8,2021-08-24
xristos8787,5,2,-7,34,27,0,7,0,1,8,7,2020-11-09
Nikos_mistirio,5,2,5,9,14,0,6,0,2,8,6,2020-11-06
loukassapolara,5,2,4,7,11,0,7,0,1,8,7,2020-10-22
pj250133,5,2,7,7,14,0,8,0,0,8,8,2020-09-30
Giannis Galetakis,5,2,20,2,22,0,8,0,0,8,8,2020-09-20
frxkss,5,2,3,7,10,0,6,0,2,8,6,2020-09-11
Dimitrios_Zolotakis,4,1,0,7,7,0,6,2,0,8,8,2020-09-04
Thanasis_kats,5,2,7,0,7,0,7,0,1,8,7,2020-09-04
anastasios_takidis,5,2,5,1,6,0,7,0,1,8,7,2020-08-01
Odysseas_Varelidis,4,1,3,2,5,0,6,0,2,8,6,2020-07-06
petrosbev,3,0,-16,23,7,0,6,1,1,8,7,2020-06-12
avs_art,5,2,6,0,6,0,7,0,1,8,7,2020-05-28
giozei,5,2,5,1,6,0,8,0,0,8,8,2020-05-06
alexisgikass,5,2,4,0,4,0,7,0,0,7,7,2020-05-05
Kostas_Kalafatas,5,2,11,0,11,0,8,0,0,8,8,2020-02-16
argyris.zouloumis,2,1,-22,31,9,0,4,2,2,8,6,2020-02-05
Katia_Gavria,5,2,-1,2,1,0,8,0,0,8,8,2024-02-19
Nikos Dimitriou,5,2,0,1,1,1,8,0,0,8,8,2024-02-15
Giannis_Zikopoulos,5,2,0,1,1,1,8,0,0,8,8,2023-12-12
arkinesy,4,1,0,4,4,0,6,0,2,8,6,2023-09-07
MrCyril,5,2,0,1,1,0,8,0,0,8,8,2023-07-30
Kostas_Filippis,5,2,5,1,6,0,7,0,1,8,7,2023-03-29
Stavroula_Vorgia,5,2,4,1,5,0,8,0,0,8,8,2023-02-26
popi123popaki1234,5,2,7,2,9,0,8,0,0,8,8,2023-02-23
Efi_Gialouri,5,2,7,1,8,0,8,0,0,8,8,2023-01-14
Polyxeni_Kesidou,4,1,3,1,4,0,7,0,1,8,7,2022-12-26
Vasia_Zera2946,4,1,-12,13,1,0,3,1,4,8,4,2022-08-06
margigeorgiudaku,5,2,11,1,12,0,7,0,1,8,7,2022-07-19
kostas1972,5,2,9,2,11,1,8,0,0,8,8,2022-04-28
Ilias_Agelopoulos2874,5,2,8,2,10,1,8,0,0,8,8,2022-04-15
Nikos_Makri,5,2,-2,4,2,0,7,0,1,8,7,2022-04-14
eleanna_kon,5,2,15,1,16,0,8,0,0,8,8,2022-03-25
minty ghoulz,4,1,-2,8,6,0,6,1,1,8,7,2022-03-08
Flacko,5,2,9,2,11,0,8,0,0,8,8,2022-02-20
thomaidiskon,5,2,17,2,19,0,8,0,0,8,8,2022-02-02
Val_Hj,3,0,3,27,30,0,5,1,2,8,6,2021-12-10
Angelovas,5,2,12,3,15,1,8,0,0,8,8,2021-12-05
Ausefulbuyer,5,2,12,1,13,0,8,0,0,8,8,2021-11-26
Dimitris__S,4,1,6,7,13,0,4,1,3,8,5,2021-10-15
golfakos,2,1,-51,57,6,0,4,2,2,8,6,2021-10-12
agarinos,5,2,13,2,15,0,8,0,0,8,8,2021-10-06
a-kokkin,5,2,5,2,7,1,8,0,0,8,8,2021-10-06
stratos_gougousis,5,2,7,0,7,0,8,0,0,8,8,2021-10-03
Panagiotis_Drilierakis7129,5,2,11,5,16,0,7,0,1,8,7,2021-07-07
gkontogeorgakis,4,1,2,5,7,1,6,0,2,8,6,2021-06-25
Katia_Gavria,5,2,-2,2,0,0,8,0,0,8,8,2024-02-19
Nikos Dimitriou,5,2,-1,1,0,1,8,0,0,8,8,2024-02-15
